,sentimentannotation,sentence,category,rule_scores,sentimentclass
1157,1,"Vi ser fram emot att välkomna vårt tredje barn , säger Carl Philip och Sofia .",8 sidor,1,"[nan, 0.0, nan, nan, nan, 1.0, nan, nan, 0.0, nan, 0.0, nan, nan, nan, nan, nan]"
1158,1,De har bestämt att alla homosexuella och andra som är hbtqi ska vara välkomna i alla länder i EU .,8 sidor,1,"[nan, 0.0, 0.0, nan, nan, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, 1.0, nan, nan, 0.0, nan, nan, nan]"
1159,1,Vi är glada och tacksamma att få välkomna vår tredje son till familjen .,8 sidor,1,"[nan, 0.0, 1.0, nan, 1.0, nan, 1.0, 1.0, nan, nan, 0.0, nan, 0.0, nan]"
1160,0,För det finns mycket att göra för att alla människor ska vara lika välkomna i samhället .,8 sidor,1,"[nan, nan, 0.0, nan, nan, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, nan, 1.0, nan, 0.0, nan]"
1161,1,Eleverna är välkomna tillbaka .,8 sidor,1,"[0.0, 0.0, 1.0, nan, nan]"
1162,−1,"De som skriver hemska saker på internet är inte välkomna att följa vårt landslag , skriver FA i ett uttalande .",8 sidor,-1,"[nan, nan, 0.0, -1.0, 0.0, nan, 0.0, -0.0, nan, -1.0, nan, 0.0, nan, 0.0, nan, -0.0, nan, nan, nan, 0.0, nan]"
1163,−1,Storbritanniens premiärminister Boris Johnson har sagt att de som blir dömda för rasism är inte välkomna att komma och titta på fotbollsmatcher sedan.,8 sidor,-1,"[nan, 0.0, nan, nan, 0.0, 0.0, nan, nan, nan, 0.0, nan, nan, -1.0, -0.0, nan, -1.0, nan, 1.0, nan, 0.0, nan, 0.0, nan, nan]"
1164,0,Det är till exempel vanligt med lekar för att välkomna nya spelare i lagen .,8 sidor,1,"[nan, 0.0, nan, 0.0, 0.0, nan, 1.0, nan, nan, 1.0, 0.0, 0.0, nan, 0.0, nan]"
1165,1,I söndags var det en fest i Uppsala domkyrka för att välkomna honom till det nya jobbet .,8 sidor,1,"[nan, 0.0, 0.0, nan, nan, 1.0, nan, nan, 0.0, nan, nan, 1.0, nan, nan, nan, 0.0, 0.0, nan]"
1166,1,"Bulgarien och Rumänien är varmt välkomna , sade finländaren Olli Rehn på tisdagen .",8 sidor,1,"[nan, nan, nan, 0.0, 1.0, 1.0, nan, 0.0, 0.0, nan, nan, nan, 0.0, nan]"
1167,−1,De saudiska ledarna sade att kvinnor inte var välkomna .,8 sidor,-1,"[nan, 0.0, 0.0, 0.0, nan, -0.0, nan, -0.0, -1.0, nan]"
1168,−1,Hamas ledare är inte välkomna i något EU-land .,8 sidor,-1,"[nan, -0.0, -0.0, nan, -1.0, nan, nan, 0.0, nan]"
1169,−1,"Politiker från länder som stöder FN är troligen inte välkomna , säger hon till TT .",8 sidor,1,"[-0.0, nan, 0.0, nan, 1.0, nan, -0.0, nan, nan, 1.0, nan, 0.0, nan, nan, nan, nan]"
1170,0,Storbritanniens utrikesminister Margaret Beckett var en av dem som hälsade länderna välkomna .,8 sidor,1,"[nan, 0.0, nan, nan, 0.0, nan, nan, nan, nan, 0.0, 0.0, 1.0, nan]"
1171,1,Många skolbarn hade kommit till platsen för att välkomna politikerna .,8 sidor,1,"[nan, 0.0, 0.0, 0.0, nan, 0.0, nan, nan, 1.0, 0.0, nan]"
1172,1,Länderna Kroatien och Albanien är välkomna att bli medlemmar i försvarsorganisationen Nato .,8 sidor,1,"[0.0, nan, nan, nan, 0.0, 1.0, nan, 0.0, 0.0, nan, nan, nan, nan]"
1173,0,"Den viktigaste rättigheten för människor är att få röra sig fritt, sade EUs ledare José Manuel Barroso när han hälsade de nya länderna välkomna i Schengen.",8 sidor,1,"[nan, 1.0, 1.0, nan, 0.0, 0.0, nan, 1.0, 0.0, nan, 1.0, nan, 0.0, nan, 0.0, nan, nan, nan, nan, nan, 0.0, nan, 0.0, 0.0, 1.0, nan, nan, nan]"
1174,0,Reglerna på skolan säger att barnen inte får bjuda in till kalas under skoltid om inte alla är välkomna .,8 sidor,-1,"[0.0, nan, 0.0, 0.0, nan, -0.0, nan, -1.0, -0.0, nan, nan, 1.0, nan, 0.0, nan, nan, nan, -0.0, -1.0, nan]"
1175,−1,"Romer är inte välkomna , skrek en av de anställda åt kvinnan och hennes son .",8 sidor,1,"[-0.0, -0.0, nan, 1.0, nan, 0.0, nan, nan, nan, nan, nan, 0.0, nan, nan, 0.0, nan]"
1176,−1,Hemlösa är inte välkomna .,8 sidor,1,"[-0.0, -0.0, nan, 1.0, nan]"
1177,1,Hon skriver att det är självklart att muslimer är välkomna hos Socialdemokraterna .,8 sidor,1,"[nan, 0.0, nan, nan, 0.0, 1.0, nan, 0.0, 0.0, 1.0, nan, 0.0, nan]"
1178,0,Det ryktas att det är Zlatan Ibrahimovic som ska hälsa publik och miljoner tv-tittare välkomna från en tv-skärm .,8 sidor,1,"[nan, 0.0, nan, nan, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 1.0, nan, nan, 1.0, nan]"
1179,1,"Även homosexuella och människor som skilt sig eller gjort abort är välkomna , säger påven .",8 sidor,1,"[nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, 0.0, nan, 0.0, 1.0, nan, 0.0, 0.0, nan]"
1180,1,Han hälsade människorna i Krim välkomna till Ryssland .,8 sidor,1,"[nan, 0.0, 0.0, nan, nan, 1.0, nan, nan, nan]"
1181,−1,De är inte välkomna här .,8 sidor,-1,"[nan, -0.0, nan, -1.0, nan, nan]"
1182,1,Hos oss är alla välkomna .,8 sidor,1,"[nan, nan, 0.0, nan, 1.0, nan]"
1183,1,Björklund säger att det är viktigt att alla barn känner sig välkomna .,8 sidor,1,"[nan, 0.0, nan, nan, 0.0, 1.0, nan, nan, 0.0, 0.0, nan, 1.0, nan]"
1184,−1,Svenskarnas parti är inte välkomna och våldsamma personer som demonstrerar mot nazisterna är inte heller välkomna .,8 sidor,-1,"[0.0, -0.0, -0.0, nan, 1.0, nan, -1.0, -0.0, nan, 0.0, nan, 0.0, -0.0, nan, nan, -1.0, nan]"
1185,1,Då kan både de som är vana med politik och de som inte är vana med politik känna sig välkomna .,8 sidor,1,"[nan, 0.0, nan, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, nan, nan, -0.0, -0.0, nan, 0.0, 0.0, nan, 1.0, nan]"
1186,1,Där är alla välkomna .,8 sidor,1,"[nan, 0.0, nan, 1.0, nan]"
1187,1,Välkomna tillbaka AIK !,8 sidor,1,"[1.0, nan, nan, nan]"
1188,1,När Kaavan kom fram fanns artisten Cher på plats och välkomnade honom .,8 sidor,1,"[nan, nan, 0.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, 1.0, nan, nan]"
1189,1,Påven välkomnades av Sveriges statsminister Stefan Löfven .,8 sidor,1,"[0.0, 1.0, nan, nan, 0.0, nan, nan, nan]"
1190,1,Kungen säger att han menade att Bruneis ledare är öppen och tog emot svenska kungaparet på ett välkomnande sätt .,8 sidor,1,"[0.0, 0.0, nan, nan, 0.0, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, nan, nan, 1.0, 0.0, nan]"
1191,1,Vi fick ett fint välkomnande .,8 sidor,1,"[nan, 1.0, nan, 1.0, 1.0, nan]"
1192,1,Vårt mål är att både Sverige och EU ska ha en välkomnande politik för flyktingar .,8 sidor,1,"[nan, 0.0, 0.0, nan, nan, nan, nan, nan, 0.0, 0.0, nan, 1.0, 0.0, nan, 0.0, nan]"
1193,1,Det gör att det känns mer välkomnande att komma till väntrummet .,8 sidor,1,"[nan, 0.0, nan, nan, 0.0, nan, 1.0, nan, 0.0, nan, 0.0, nan]"
1194,1,"Alexander , vi välkomnar dig in i Guds stora familj .",8 sidor,1,"[nan, nan, nan, 1.0, nan, nan, nan, nan, 0.0, 0.0, nan]"
1195,1,"Så välkomnar vi prins Oscar in i Guds stora familj , sade hon .",8 sidor,1,"[nan, 1.0, nan, 0.0, nan, nan, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan]"
1196,1,Moskén välkomnar också homosexuella .,8 sidor,1,"[0.0, 1.0, nan, 0.0, nan]"
1197,1,Jag välkomnar att USA och Kina inte bråkar lika mycket nu .,8 sidor,1,"[nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]"
1198,1,Vi säger farväl till reglerna och välkomnar tillbaka det liv vi kände före corona .,8 sidor,1,"[nan, 0.0, 0.0, nan, 0.0, nan, 1.0, nan, nan, 0.0, nan, 0.0, nan, nan, nan]"
1199,1,Men de flesta finländare välkomnar de invandrare som kommer till landet för att arbeta .,8 sidor,1,"[nan, nan, nan, 0.0, 1.0, nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, 0.0, nan]"
1200,1,Centerpartiet Vi välkomnar alla de som vill komma till Sverige .,8 sidor,1,"[0.0, nan, 1.0, nan, nan, nan, 0.0, 0.0, nan, nan, nan]"
1201,0,Sofia Åhman har blivit en välkänd person för många i Sverige .,8 sidor,1,"[nan, nan, 0.0, 0.0, nan, 1.0, 0.0, nan, nan, nan, nan, nan]"
1202,0,Han är välkänd på det företag där rånarna stal helikoptern som användes vid rånet .,8 sidor,-1,"[nan, 0.0, 1.0, nan, nan, 0.0, nan, -1.0, -1.0, 0.0, nan, 0.0, nan, -1.0, nan]"
1203,0,Politkovskaja var välkänd för sin hårda kritik av Rysslands krig i Tjetjenien .,8 sidor,-1,"[nan, 0.0, 1.0, nan, nan, 0.0, -1.0, nan, nan, -1.0, nan, nan, nan]"
1204,0,Han är välkänd av den svenska säkerhetspolisen och misstänkt för terrorbrott .,8 sidor,0,"[nan, 0.0, 1.0, nan, nan, 0.0, 0.0, nan, -1.0, nan, nan, nan]"
1205,0,Minst nio välkända partier ska kämpa om rösterna .,8 sidor,1,"[nan, nan, 1.0, 0.0, 0.0, 1.0, nan, 0.0, nan]"
1206,0,"Och inte bara från hemelektronik-kedjor , utan även från andra välkända kedjor , säger Lars Eric Gustafsson .",8 sidor,1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 1.0, 0.0, nan, 0.0, nan, nan, nan, nan]"
1207,0,Den välkände artisten greps av polisen i sin lägenhet i Stockholm .,8 sidor,1,"[nan, 1.0, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, nan, nan, nan]"
1208,−1,De tycker att det är fel att välsigna homosexuella par .,8 sidor,0,"[nan, 0.0, nan, nan, 0.0, -1.0, nan, 1.0, 0.0, 0.0, nan]"
1209,−1,Alla är inte nöjda med att svenska kyrkan har bestämt sig för att börja välsigna homosexuella par .,8 sidor,0,"[nan, -0.0, nan, -1.0, nan, nan, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, 1.0, 0.0, 0.0, nan]"
1210,0,Det betyder att ett par kan få komma till kyrkan och bli välsignade av prästen .,8 sidor,1,"[nan, 0.0, nan, nan, 0.0, 1.0, 1.0, 0.0, nan, 0.0, nan, 0.0, 1.0, nan, 0.0, nan]"
1211,0,De par som vill bli välsignade ska också få bli det i en vanlig gudstjänst .,8 sidor,1,"[nan, 0.0, nan, 0.0, 0.0, 1.0, 0.0, nan, 1.0, 0.0, nan, nan, nan, 0.0, 0.0, nan]"
1212,1,"På det här sättet välsignade vi fotbollsarenan , säger kvinnan .",8 sidor,1,"[nan, nan, nan, 0.0, 1.0, nan, 0.0, nan, 0.0, 0.0, nan]"
1213,1,"Tack , och Gud välsigne Sverige , sade han .",8 sidor,1,"[1.0, nan, nan, nan, 1.0, nan, nan, 0.0, nan, nan]"
1214,0,Par som redan har ett partnerskap kan få en sådan välsignelse .,8 sidor,1,"[0.0, nan, nan, 0.0, nan, 0.0, 0.0, 1.0, nan, nan, 1.0, nan]"
1215,1,De vill visa att de stöder idén att homosexuella par kan få välsignelse .,8 sidor,1,"[nan, 0.0, 0.0, nan, nan, 1.0, 0.0, nan, 0.0, 0.0, 0.0, 1.0, 1.0, nan]"
1216,1,De säger att att homosexuella ska kunna få kyrkans välsignelse .,8 sidor,1,"[nan, 0.0, nan, nan, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, nan]"
1217,1,"Jag kommer till en klubb som är välskött , säger Jens Gustafsson .",8 sidor,1,"[nan, 1.0, nan, nan, 0.0, nan, 0.0, 1.0, nan, 0.0, nan, nan, nan]"
1218,1,Den svenska ekonomin är välskött .,8 sidor,1,"[nan, 0.0, 0.0, 0.0, 1.0, nan]"
1219,0,Anna Lindhs vän Eva Franchell var med på varuhuset NK när Anna Lindh anfölls .,8 sidor,0,"[nan, nan, 1.0, nan, nan, 0.0, nan, nan, 0.0, nan, nan, nan, nan, -1.0, nan]"
1220,1,Condoleezza Rice är god vän med president George Bush och har alltid stött honom i alla politiska frågor .,8 sidor,1,"[nan, nan, 0.0, 1.0, 1.0, nan, 0.0, nan, nan, nan, 0.0, nan, 1.0, nan, nan, nan, 0.0, 0.0, nan]"
1221,0,"Ny utrikesminister blir Georg Bushs goda vän , Condoleezza Rice .",8 sidor,1,"[0.0, 0.0, 0.0, nan, nan, 1.0, 1.0, nan, nan, nan, nan]"
1222,0,Han reste runt i länderna Pakistan och Afghanistan med en vän .,8 sidor,1,"[nan, 0.0, nan, nan, 0.0, nan, nan, nan, nan, nan, 1.0, nan]"
1223,−1,"Men det kan ändå bli svårt att få Israel att lita på honom , eftersom han är så nära vän med Yassir Arafat .",8 sidor,1,"[nan, nan, 0.0, nan, 0.0, -1.0, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, nan, 0.0, nan, 0.0, 1.0, nan, nan, nan, nan]"
1224,0,"Lygia Bojungas böcker finns också på svenska , till exempel Den gula väskan , Kompisarna och Min vän målaren .",8 sidor,1,"[nan, nan, 0.0, 0.0, nan, nan, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, nan, 1.0, nan, nan, 1.0, 0.0, nan]"
1225,0,Det är hittills bara Arafats familj och en nära vän som har fått besöka honom .,8 sidor,1,"[nan, 0.0, nan, nan, nan, 0.0, nan, nan, 0.0, 1.0, nan, 0.0, 1.0, 0.0, nan, nan]"
1226,0,Kurdo Baksi är vän till Dawit Isaak .,8 sidor,1,"[nan, nan, 0.0, 1.0, nan, nan, nan, nan]"
1227,−1,Pappans vän straffas med fängelse i tre år .,8 sidor,-1,"[0.0, 1.0, -1.0, nan, -1.0, nan, nan, 0.0, nan]"
1228,0,Pappan och en vän till honom gjorde det .,8 sidor,1,"[0.0, nan, nan, 1.0, nan, nan, 0.0, nan, nan]"
1229,0,Den tredje är en vän till pappan .,8 sidor,1,"[nan, nan, 0.0, nan, 1.0, nan, 0.0, nan]"
1230,1,Trots att hon är rädd blir hon vän med slottets förtrollande invånare .,8 sidor,1,"[nan, nan, nan, 0.0, -1.0, 0.0, nan, 1.0, nan, 1.0, 1.0, 0.0, nan]"
1231,0,Björn Lindeblad ville fira sin vän Lasse Gustavson på födelsedagen .,8 sidor,1,"[nan, nan, 0.0, 1.0, nan, 1.0, nan, nan, nan, 0.0, nan]"
1232,0,Lars Lindgren har åkt på resor tillsammans med en vän och låtit facket betala .,8 sidor,1,"[nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, nan, 1.0, nan, 0.0, 0.0, 0.0, nan]"
1233,1,"Men vi kommer att fortsätta att vara vän med länderna i EU , sade Storbritanniens ledare Theresa May .",8 sidor,1,"[nan, nan, 1.0, nan, 0.0, nan, 0.0, 1.0, nan, 0.0, nan, nan, nan, 0.0, nan, 0.0, nan, nan, nan]"
1234,1,Men i framtiden kommer Storbritannien att vara en vän .,8 sidor,1,"[nan, nan, 0.0, 0.0, nan, nan, 0.0, nan, 1.0, nan]"
1235,1,De senaste åtta åren har Luleå vunnit guld sju gånger .,8 sidor,1,"[nan, 0.0, nan, 0.0, 0.0, nan, 1.0, 1.0, nan, 0.0, nan]"
1236,0,Där ligger hon tvåa efter ungerskan Katinka Hosszu som vunnit 14 medaljer i EM.,8 sidor,1,"[nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan]"
1237,0,Men flera som jobbar på valkommissionen sa att det inte var säkert att Ruto vunnit .,8 sidor,0,"[nan, nan, nan, 0.0, nan, 0.0, 0.0, nan, nan, nan, -0.0, -1.0, nan, nan, 1.0, nan]"
1238,1,Aldrig tidigare har något lag vunnit med så många mål i EM.,8 sidor,1,"[nan, nan, 0.0, nan, 0.0, 1.0, nan, nan, nan, 0.0, nan, nan, nan]"
1239,1,Han har vunnit många tävlingar .,8 sidor,1,"[nan, 0.0, 1.0, nan, 0.0, nan]"
1240,1,Hon har också vunnit guld i skyrunning och skidalpinism .,8 sidor,1,"[nan, 0.0, nan, 1.0, 1.0, nan, nan, nan, nan, nan]"
1241,1,Chimaev hade vunnit .,8 sidor,1,"[nan, 0.0, 1.0, nan]"
1242,0,Brynäs och Luleå har vunnit två matcher var i finalen .,8 sidor,1,"[nan, nan, nan, 0.0, 1.0, nan, 0.0, 0.0, nan, 0.0, nan]"
1243,1,Sverige har vunnit första guldet i beachvolleyboll i EM .,8 sidor,1,"[nan, 0.0, 1.0, nan, 1.0, nan, nan, nan, nan, nan]"
1244,1,Han har vunnit flera guldmedaljer i OS på fem tusen och tio tusen meter .,8 sidor,1,"[nan, 0.0, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, nan]"
1245,0,Martin Regborn är 30 år och är från Örebro Han har aldrig tidigare vunnit ett stort mästerskap .,8 sidor,0,"[nan, nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, nan, -0.0, nan, nan, -1.0, nan, 0.0, 1.0, nan]"
1246,0,Färjestad och Luleå har vunnit tre matcher var hittills .,8 sidor,1,"[nan, nan, nan, 0.0, 1.0, nan, 0.0, 0.0, nan, nan]"
1247,0,Hon har tidigare vunnit VM-guld i orientering .,8 sidor,1,"[nan, 0.0, nan, 1.0, nan, nan, 0.0, nan]"
1248,1,Sverige har spelat mycket bra i VM . Sverige har vunnit alla matcher de spelat .,8 sidor,1,"[nan, 0.0, 0.0, nan, 1.0, nan, nan, nan, nan, 0.0, 1.0, nan, 0.0, nan, 0.0, nan]"
1249,0,"Men också för att använda droger , visade detsig .",8 sidor,1,"[nan, nan, nan, nan, 0.0, 0.0, nan, 1.0, nan, nan]"
1250,1,Nu visade svenskarna att de kan spela ganska bra och vinna även när det inte är tävling .,8 sidor,1,"[nan, 1.0, 0.0, nan, nan, 0.0, 0.0, nan, 1.0, nan, 1.0, nan, nan, nan, nan, -0.0, -0.0, nan]"
1251,1,I söndags visade Zlatan att han är frisk igen .,8 sidor,1,"[nan, 0.0, 1.0, nan, nan, nan, 0.0, 1.0, nan, nan]"
1252,0,I datorerna fanns brev som visade att gerillagruppen Farc fått hjälp och pengar från Ecuador och Venezuela .,8 sidor,1,"[nan, 0.0, 0.0, 0.0, nan, 1.0, nan, nan, nan, 1.0, 1.0, nan, 0.0, nan, nan, nan, nan, nan]"
1253,0,Blodtestet visade att hon hade använt det förbjudna medlet Epo i en tävling i Oberhof .,8 sidor,0,"[nan, 1.0, nan, nan, 0.0, 0.0, nan, -1.0, 0.0, nan, nan, nan, 0.0, nan, nan, nan]"
1254,1,Då tog Marta hand om matchen och visade varför hon kallas för världens bästa fotbollsspelare .,8 sidor,1,"[nan, 0.0, nan, 0.0, nan, 0.0, nan, 1.0, nan, nan, 0.0, nan, 0.0, 1.0, 0.0, nan]"
1255,1,Men Skellefteås spelare visade stor vilja och spelade bra hockey .,8 sidor,1,"[nan, nan, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 1.0, 0.0, nan]"
1256,1,Svenskarna visade att de vill tillbaka till världstoppen igen .,8 sidor,1,"[0.0, 1.0, nan, nan, 0.0, nan, nan, nan, nan, nan]"
1257,0,Det visade sig vara väldigt svårt att bestämma vilken mat som skulle få klimatmärket .,8 sidor,1,"[nan, 1.0, nan, 0.0, 0.0, -1.0, nan, 0.0, nan, 0.0, nan, 0.0, 1.0, nan, nan]"
1258,0,Även höjdhopparen Stefan Holm visade att han är i världstoppen .,8 sidor,1,"[nan, 0.0, nan, nan, 1.0, nan, nan, 0.0, nan, nan, nan]"
1259,1,Han storspelade och visade att han är bäst trots att han får spela få matcher för sin klubb Manchester City .,8 sidor,1,"[nan, nan, nan, 1.0, nan, nan, -0.0, nan, nan, nan, nan, 1.0, 0.0, 1.0, 0.0, nan, nan, 0.0, nan, nan, nan]"
1260,1,Lotta visade vilken fantastisk målskytt hon är .,8 sidor,1,"[nan, 1.0, nan, 1.0, 0.0, nan, 0.0, nan]"
1261,1,I det andra åket visade hon att hon kan köra fort .,8 sidor,1,"[nan, nan, nan, 0.0, 1.0, nan, nan, nan, 1.0, 0.0, nan, nan]"
1262,1,Det visade han genom att sätta två nya världsrekord i helgens världscuptävlingar i Tyskland .,8 sidor,1,"[nan, 1.0, nan, nan, nan, 0.0, nan, 0.0, 1.0, nan, 0.0, nan, nan, nan, nan]"
1263,0,Och Tobias Linderoth visade att han nog klarar av att spela EM.,8 sidor,1,"[nan, nan, nan, 1.0, nan, nan, nan, 1.0, nan, nan, 0.0, nan, nan]"
1264,−1,Lärarna tyckte inte att det passade sig att han visade kalsongerna när han åt .,8 sidor,1,"[-0.0, -0.0, nan, nan, nan, 1.0, nan, nan, nan, 1.0, 0.0, nan, nan, 0.0, nan]"
1265,1,Men den här matchen visade att laget kan ha chans att slåss om en plats i semifinalerna .,8 sidor,1,"[nan, nan, nan, 0.0, 1.0, nan, 0.0, 1.0, 0.0, 1.0, nan, -1.0, nan, nan, 0.0, nan, 0.0, nan]"
1266,1,Han visade att han har bra idéer och slog många riktigt smarta passningar .,8 sidor,1,"[nan, 1.0, nan, nan, 0.0, 1.0, 0.0, nan, -1.0, nan, 1.0, 1.0, 0.0, nan]"
1267,1,Nu visade hon att det inte var någon tillfällighet.,8 sidor,1,"[nan, 1.0, nan, nan, nan, nan, -0.0, nan, -0.0, nan]"
1268,1,Hon ledde loppet länge och visade att hon vill vara med och slåss om VM-medaljerna .,8 sidor,0,"[nan, 0.0, 0.0, nan, nan, 1.0, nan, nan, 0.0, 0.0, nan, nan, -1.0, nan, nan, nan]"
1269,0,Han visade också polisen till platsen där han hade grävt ner Englas kropp .,8 sidor,1,"[nan, 1.0, nan, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, nan, nan, 0.0, nan]"
1270,0,Det visade sig att han smittats av svininfluensan .,8 sidor,-1,"[nan, 1.0, nan, nan, nan, -1.0, nan, -1.0, nan]"
1271,1,Hanna Falk visade än en gång vilken fantastisk skidåkare hon är .,8 sidor,1,"[nan, nan, 1.0, 0.0, nan, 0.0, nan, 1.0, 0.0, nan, 0.0, nan]"
1272,1,Än en gång visade han hur snabb han är när det stämmer riktigt bra .,8 sidor,1,"[nan, nan, 0.0, 1.0, nan, nan, 0.0, nan, 0.0, nan, nan, 0.0, 1.0, 1.0, nan]"
1273,1,Nu visade Robin att den segern inte var någon slump .,8 sidor,0,"[nan, 1.0, nan, nan, nan, -1.0, nan, -0.0, nan, -0.0, nan]"
1274,0,Polisens blodprov visade att Magnus Hedman hade dopningsmedlet Stanozolol i kroppen när han greps .,8 sidor,1,"[0.0, 0.0, 1.0, nan, nan, nan, 0.0, nan, nan, nan, 0.0, nan, nan, 0.0, nan]"
1275,1,När alla trodde att loppet var förlorat visade Helena Jonsson mästarform .,8 sidor,0,"[nan, nan, 0.0, nan, 0.0, 0.0, -1.0, 1.0, nan, nan, nan, nan]"
1276,0,Det visade han i GE-galan i Globen .,8 sidor,0,"[nan, 0.0, nan, nan, nan, nan, 0.0, nan]"
1277,1,På söndagen visade Hellner och Kalla att deras segrar inte var någon tillfällighet .,8 sidor,0,"[nan, 0.0, 1.0, nan, nan, 0.0, nan, nan, -1.0, nan, -0.0, nan, -0.0, nan]"
1278,1,Skyttekungen Tobias Hysén visade toppform direkt och gjorde två mål .,8 sidor,1,"[0.0, nan, nan, 1.0, 0.0, nan, nan, 0.0, nan, 0.0, nan]"
1279,0,Han visade poliserna platsen där han gömt kroppen .,8 sidor,1,"[nan, 1.0, 0.0, 0.0, nan, nan, 0.0, 0.0, nan]"
1280,1,Än en gång visade norrmannen att han är världens snabbaste skidåkare .,8 sidor,1,"[nan, nan, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, nan]"
1281,0,Det visade sig att kaparen var en förvirrad man från Bolivia .,8 sidor,-1,"[nan, 1.0, nan, nan, -1.0, 0.0, nan, -1.0, 0.0, nan, nan, nan]"
1282,1,Emil Jönsson visade också att han kan vara med och slåss om OS-guld i Vancouver om några veckor .,8 sidor,0,"[nan, nan, 1.0, nan, nan, nan, 0.0, 0.0, nan, nan, -1.0, nan, nan, nan, nan, nan, nan, 0.0, nan]"
1283,−1,Danmark är illa omtyckt i muslimska länder sedan danska tidningar visade elaka skämtbilder på profeten Muhammed .,8 sidor,0,"[nan, 0.0, nan, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, 1.0, -1.0, nan, nan, 0.0, nan, nan]"
1284,1,Men i helgen visade Sophie Gustafson att hon är en av världens bästa golfspelare .,8 sidor,1,"[nan, nan, 0.0, 1.0, nan, nan, nan, nan, 0.0, nan, nan, 0.0, 1.0, 0.0, nan]"
1285,0,Han visade också var han lagt hennes kropp .,8 sidor,1,"[nan, 1.0, nan, 0.0, nan, 0.0, nan, 0.0, nan]"
1286,0,Han erkände att han dödat henne och visade var han gömt hennes kropp .,8 sidor,0,"[nan, 0.0, nan, nan, -1.0, nan, nan, 1.0, 0.0, nan, 0.0, nan, 0.0, nan]"
1287,0,"Kriget mellan Georgien och Ryssland visade att Sverige behöver ha ett bättre försvar , sade försvarsminister Sten Tolgfors i tidningen Dagens Nyheter .",8 sidor,1,"[-1.0, nan, nan, nan, nan, 1.0, nan, nan, 0.0, 0.0, nan, 1.0, 0.0, nan, 0.0, 0.0, nan, nan, nan, 0.0, nan, nan, nan]"
1288,1,Emil Jönsson visade att han är i storform och vann loppet utan problem .,8 sidor,1,"[nan, nan, 1.0, nan, nan, 0.0, nan, nan, nan, 1.0, 0.0, nan, -1.0, nan]"
1289,0,Det första valresultatet visade att president Hamid Karzai vunnit och kan fortsätta leda landet .,8 sidor,1,"[nan, nan, 0.0, 1.0, nan, 0.0, nan, nan, 1.0, nan, 1.0, 0.0, 0.0, 0.0, nan]"
1290,−1,Men den här tjejen visade ingen respekt för världsstjärnorna .,8 sidor,-1,"[nan, nan, nan, 0.0, 0.0, nan, -1.0, nan, nan, nan]"
1291,1,I den här matchen visade tyskorna att de är precis så bra som tidigare år .,8 sidor,0,"[nan, nan, nan, 0.0, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan, nan, 0.0, 0.0, nan]"
1292,1,Han visade vem som är världens bäste fotbollsspelare .,8 sidor,1,"[nan, 1.0, nan, nan, 0.0, 0.0, 1.0, 0.0, nan]"
1293,0,"Emir Bajrami , Pontus Wernbloom , Ola Toivonen och Marcus Berg visade att de vill vara med i landslaget i fortsättningen .",8 sidor,1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, 0.0, 0.0, nan, nan, 0.0, nan, 0.0, nan]"
1294,1,Han visade direkt att han är den målskytt som Milan behöver .,8 sidor,1,"[nan, 1.0, 0.0, nan, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, nan]"
1295,0,Domaren blåste straff och visade ut Lindahl .,8 sidor,0,"[0.0, 0.0, -1.0, nan, 1.0, nan, nan, nan]"
1296,1,Marcus Hellner visade vilken fantastisk skidåkare han är .,8 sidor,1,"[nan, nan, 1.0, nan, 1.0, 0.0, nan, 0.0, nan]"
