paragrafnummer,group_count,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category,average_sentiment
751,11,kollade,VB.PRT.AKT,|kolla|kolla in|,|kolla..vb.1|kolla..vb.2|kolla_in..vbm.1|,|kolla..2:0.975|kolla..1:0.025|kolla_in..1:-1.000|,|koll..nn.2+lägga..vb.1:2.583e-11|koll..nn.1+lägga..vb.1:2.583e-11|kol..nn.1+lägga..vb.1:1.741e-12|kola_2..vb.1+lägga..vb.1:1.353e-21|kola..vb.1+lägga..vb.1:1.353e-21|,|koll+lade|kol+lade|,,5,0,ROOT,-1,Bloggmix 2017,0
751,11,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,5,SS,-1,Bloggmix 2017,0
751,11,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,7,5,,-1,Bloggmix 2017,0
751,11,in,PL,|in|kolla in:05|,|in..ab.1|kolla_in..vbm.1:05|,|in..1:-1.000|kolla_in..1:05:-1.000|,|,|,,8,5,PL,-1,Bloggmix 2017,0
751,11,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,10,DT,-1,Bloggmix 2017,0
751,11,armhålor,NN.UTR.PLU.IND.NOM,|armhåla|,|armhåla..nn.1|,|armhåla..1:-1.000|,|arm..nn.1+håla..nn.1:3.240e-12|arm..av.1+håla..nn.1:1.946e-21|,|arm+hålor|,,10,5,OO,-1,Bloggmix 2017,0
751,11,.,MAD,|,|,|,|,|,,11,5,IP,-1,Bloggmix 2017,0
570,34,Trots,PP,|trots|,|trots..pp.1|,|trots..1:-1.000|,|,|,,1,7,AA,-1,Dagens Arena,1
570,34,hoten,NN.NEU.PLU.DEF.NOM,|hot|,|hot..nn.1|,|hot..1:-1.000|,|ho..nn.1+ten..nn.1:6.863e-12|,|ho+ten|,-1.0,2,1,PA,-1,Dagens Arena,1
570,34,som,HP.-.-.-,|,|,|,|,|,,3,4,SS,-1,Dagens Arena,1
570,34,fanns,VB.PRT.SFO,|finna|finnas|,|finna..vb.1|finnas..vb.1|,|finna..2:0.532|finna..1:0.258|finnas..1:0.211|,|,|,0.0,4,2,ET,-1,Dagens Arena,1
570,34,mot,PP,|mot|,|mot..pp.1|,|mot..1:-1.000|mot..2:-1.000|,|,|,,5,4,OA,-1,Dagens Arena,1
570,34,henne,PN.UTR.SIN.DEF.OBJ,|hon|,|hon..pn.1|,|hon..1:-1.000|,|,|,,6,5,PA,-1,Dagens Arena,1
570,34,återvände,VB.PRT.AKT,|återvända|,|återvända..vb.1|,|återvända..1:-1.000|,|åter..ab.1+vända..vb.2:4.027e-11|åter..ab.1+vända..vb.1:4.027e-11|åt..nn.1+era..nn.1+vända..vb.1:5.184e-36|åt..nn.1+era..nn.1+vända..vb.2:5.184e-36|,|åter+vände|åt+er+vände|,0.0,7,0,ROOT,-1,Dagens Arena,1
570,34,hon,PN.UTR.SIN.DEF.SUB,|hon|,|hon..pn.1|,|hon..1:-1.000|,|,|,,8,7,SS,-1,Dagens Arena,1
570,34,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,9,7,RA,-1,Dagens Arena,1
570,34,exilen,NN.UTR.SIN.DEF.NOM,|exil|,|exil..nn.1|,|exil..1:-1.000|,|ex..sxc.1+il..nn.1:7.356e-13|ex..nn.1+il..nn.1:7.356e-13|,|ex+ilen|,,10,9,PA,-1,Dagens Arena,1
570,34,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,11,10,ET,-1,Dagens Arena,1
570,34,London,PM.NOM,|London|,|London..pm.1|London..pm.2|,|London..1:-1.000|London..2:-1.000|,|,|,,12,11,PA,-1,Dagens Arena,1
570,34,",",MID,|,|,|,|,|,,13,7,IK,-1,Dagens Arena,1
570,34,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,14,7,OA,-1,Dagens Arena,1
570,34,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,15,22,MS,-1,Dagens Arena,1
570,34,ställa,VB.INF.AKT,|ställa|ställa upp|,|ställa..vb.1|ställa_upp..vbm.1|,|ställa..1:0.945|uppställa..1:0.030|ställa..4:0.011|ställa..2:0.008|ställa..3:0.006|ställa_upp..1:-1.000|ställa_upp..2:-1.000|ställa_upp..3:-1.000|ställa_upp..4:-1.000|,|ställ..nn.1+lägga..vb.1:5.308e-13|ställa..vb.1+lägga..vb.1:1.542e-13|,|ställ+la|,0.0,16,15,IF,-1,Dagens Arena,1
570,34,upp,PL,|upp|ställa upp:16|,|upp..ab.1|ställa_upp..vbm.1:16|,|upp..1:1.000|uppställa..1:16:0.000|ställa_upp..1:16:-1.000|ställa_upp..2:16:-1.000|ställa_upp..3:16:-1.000|ställa_upp..4:16:-1.000|,|,|,,17,16,PL,-1,Dagens Arena,1
570,34,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,18,16,RA,-1,Dagens Arena,1
570,34,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,19,21,DT,-1,Dagens Arena,1
570,34,demokratiskt,JJ.POS.NEU.SIN.IND.NOM,|demokratisk|,|demokratisk..av.1|,|demokratisk..1:-1.000|,|,|,1.0,20,21,DT,-1,Dagens Arena,1
570,34,val,NN.NEU.SIN.IND.NOM,|val|,|val..nn.1|,|val..4:0.871|val..1:0.129|,|,|,0.0,21,18,PA,-1,Dagens Arena,1
570,34,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,22,23,SS,-1,Dagens Arena,1
570,34,vara,VB.INF.AKT,|vara|vara med|,|vara..vb.1|vara..vb.2|vara_med..vbm.1|,|vara..1:0.914|vara..2:0.044|vara..3:0.042|vara_med..1:-1.000|vara_med..2:-1.000|vara_med..3:-1.000|,|,|,0.0,23,14,PA,-1,Dagens Arena,1
570,34,med,PL,|med|vara med:23|,|med..ab.1|vara_med..vbm.1:23|,|med..4:-1.000|vara_med..1:23:-1.000|vara_med..2:23:-1.000|vara_med..3:23:-1.000|,|,|,,24,23,PL,-1,Dagens Arena,1
570,34,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,25,23,SP,-1,Dagens Arena,1
570,34,arbetet,NN.NEU.SIN.DEF.NOM,|arbete|,|arbete..nn.1|,|arbete..1:0.938|arbete..2:0.062|,|ar..nn.1+bete..nn.1:3.414e-11|,|ar+betet|,0.0,26,25,HD,-1,Dagens Arena,1
570,34,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,27,23,OA,-1,Dagens Arena,1
570,34,leda,VB.INF.AKT,|leda|,|leda..vb.1|leda..vb.2|,|leda..7:0.617|leda..1:0.217|leda..2:0.047|leda..5:0.042|leda..8:0.040|leda..6:0.029|leda..4:0.007|,|,|,0.0,28,27,IF,-1,Dagens Arena,1
570,34,sitt,PS.NEU.SIN.DEF,|sig|,|sig..pn.1|,|sig..1:-1.000|,|,|,,29,30,DT,-1,Dagens Arena,1
570,34,land,NN.NEU.SIN.IND.NOM,|land|,|land..nn.1|land..nn.2|land..nn.3|,|land..1:0.712|land..3:0.166|land..2:0.122|,|,|,0.0,30,28,OO,-1,Dagens Arena,1
570,34,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,31,28,OA,-1,Dagens Arena,1
570,34,rätt,JJ.POS.UTR.SIN.IND.NOM,|rätt|,|rätt..av.1|,|rätt..1:-1.000|,|,|,1.0,32,33,DT,-1,Dagens Arena,1
570,34,väg,NN.UTR.SIN.IND.NOM,|väg|,|väg..nn.1|,|väg..2:0.915|väg..1:0.085|,|,|,0.0,33,31,PA,-1,Dagens Arena,1
570,34,.,MAD,|,|,|,|,|,,34,7,IP,-1,Dagens Arena,1
110,10,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar,1
110,10,glömde,VB.PRT.AKT,|glömma|,|glömma..vb.1|,|glömma..1:0.989|glömma..2:0.011|,|,|,0.0,2,0,ROOT,-1,egna meningar,1
110,10,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,3,4,DT,-1,egna meningar,1
110,10,plånbok,NN.UTR.SIN.IND.NOM,|plånbok|,|plånbok..nn.1|,|plånbok..1:-1.000|,|plån..nn.1+bok..nn.1:9.214e-13|plån..nn.1+bok..nn.2:9.214e-13|,|plån+bok|,,4,2,OO,-1,egna meningar,1
110,10,hemma,AB,|hemma|,|hemma..ab.1|,|hemma..1:-1.000|,|,|,,5,8,CA,-1,egna meningar,1
110,10,när,HA,|när|,|när..ab.1|,|när..1:0.847|nära..1:0.153|,|,|,,6,8,TA,-1,egna meningar,1
110,10,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,7,8,SS,-1,egna meningar,1
110,10,gick,VB.PRT.AKT,|gå|gå ut|,|gå..vb.1|gå_ut..vbm.1|,|gå..7:0.453|gå..2:0.225|gå..1:0.201|gå..8:0.043|gå..6:0.024|gå..11:0.018|gå..5:0.009|gå..4:0.008|gå..10:0.007|gå..3:0.005|gå..9:0.005|gå_ut..1:-1.000|gå_ut..2:-1.000|gå_ut..3:-1.000|gå_ut..4:-1.000|gå_ut..5:-1.000|gå_ut..6:-1.000|,|,|,1.0,8,2,TA,-1,egna meningar,1
110,10,ut,PL,|ut|gå ut:08|,|ut..ab.1|gå_ut..vbm.1:08|,|ut..2:0.861|ut..1:0.139|gå_ut..1:08:-1.000|gå_ut..2:08:-1.000|gå_ut..3:08:-1.000|gå_ut..4:08:-1.000|gå_ut..5:08:-1.000|gå_ut..6:08:-1.000|,|,|,,9,8,PL,-1,egna meningar,1
110,10,.,MAD,|,|,|,|,|,,10,2,IP,-1,egna meningar,1
802,24,Livsmedelsindustrin,NN.UTR.SIN.DEF.NOM,|livsmedelsindustri|,|livsmedelsindustri..nn.1|,|livsmedelsindustri..1:-1.000|,|livsmedel..nn.1+industri..nn.1:7.547e-14|livs..nn.1+medel..nn.1+industri..nn.1:6.490e-20|liv..nn.1+medel..nn.1+industri..nn.1:6.490e-20|livs..av.1+medel..nn.1+industri..nn.1:1.974e-27|,|livsmedels+industrin|livs+medels+industrin|,,1,2,SS,-1,Bloggmix 2016,1
802,24,producerar,VB.PRS.AKT,|producera|,|producera..vb.1|,|producera..1:-1.000|,|,|,-0.0,2,11,MS,-1,Bloggmix 2016,1
802,24,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,3,2,,-1,Bloggmix 2016,1
802,24,främst,AB.SUV,|främst|,|främst..ab.1|främst..av.1|,|främst..1:0.748|främst..3:0.234|främst..2:0.017|,|,|,,4,2,CA,-1,Bloggmix 2016,1
802,24,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,5,11,CJ,-1,Bloggmix 2016,1
802,24,som,HP.-.-.-,|,|,|,|,|,,6,7,SS,-1,Bloggmix 2016,1
802,24,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,7,5,ET,-1,Bloggmix 2016,1
802,24,bra,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bra|,|bra..av.2|,|bra..4:-1.000|,|,|,1.0,8,7,SP,-1,Bloggmix 2016,1
802,24,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,9,7,OA,-1,Bloggmix 2016,1
802,24,oss,PN.UTR.PLU.DEF.OBJ,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,10,9,PA,-1,Bloggmix 2016,1
802,24,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,11,0,ROOT,-1,Bloggmix 2016,1
802,24,vår,PS.UTR.SIN.DEF,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,12,13,DT,-1,Bloggmix 2016,1
802,24,planet,NN.UTR.SIN.IND.NOM,|planet|,|planet..nn.1|,|planet..1:-1.000|,|,|,0.0,13,11,+F,-1,Bloggmix 2016,1
802,24,utan,PP,|utan|,|utan..pp.1|,|utan..1:-1.000|,|,|,,14,13,ET,-1,Bloggmix 2016,1
802,24,vad,HP.NEU.SIN.IND,|vad|,|vad..pn.1|,|vad..1:-1.000|,|,|,,15,17,SS,-1,Bloggmix 2016,1
802,24,som,HP.-.-.-,|,|,|,|,|,,16,17,XX,-1,Bloggmix 2016,1
802,24,går,VB.PRS.AKT,|gå|,|gå..vb.1|,|gå..7:0.338|gå..6:0.156|gå..10:0.117|gå..2:0.062|gå..3:0.057|gå..11:0.053|gå..5:0.051|gå..4:0.048|gå..1:0.047|gå..8:0.042|gå..9:0.029|,|,|,1.0,17,14,PA,-1,Bloggmix 2016,1
802,24,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,18,17,OA,-1,Bloggmix 2016,1
802,24,sälja,VB.INF.AKT,|sälja|,|sälja..vb.1|,|sälja..1:-1.000|,|,|,0.0,19,18,IF,-1,Bloggmix 2016,1
802,24,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,20,19,OA,-1,Bloggmix 2016,1
802,24,minsta,JJ.SUV.UTR+NEU.SIN+PLU.DEF.NOM,|liten|,|liten..av.1|,|liten..1:-1.000|,|,|,0.0,21,23,AT,-1,Bloggmix 2016,1
802,24,möjliga,JJ.POS.UTR+NEU.SIN.DEF.NOM,|möjlig|,|möjlig..av.1|,|möjlig..1:0.810|möjlig..2:0.190|,|,|,1.0,22,23,AT,-1,Bloggmix 2016,1
802,24,kostnad,NN.UTR.SIN.IND.NOM,|kostnad|,|kostnad..nn.1|,|kostnad..1:-1.000|,|,|,0.0,23,20,PA,-1,Bloggmix 2016,1
802,24,.,MAD,|,|,|,|,|,,24,11,IP,-1,Bloggmix 2016,1
1423,15,Artikeln,NN.UTR.SIN.DEF.NOM,|artikel|,|artikel..nn.1|,|artikel..1:0.977|artikel..2:0.013|artikel..3:0.010|,|,|,0.0,1,2,SS,-1,Bloggmix 2017,1
1423,15,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,Bloggmix 2017,1
1423,15,full,JJ.POS.UTR.SIN.IND.NOM,|full|,|full..av.1|,|full..1:0.980|full..2:0.020|,|,|,0.0,3,2,SP,-1,Bloggmix 2017,1
1423,15,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,4,2,AG,-1,Bloggmix 2017,1
1423,15,påståenden,NN.NEU.PLU.IND.NOM,|påstående|,|påstående..nn.1|,|påstående..1:-1.000|,|på..av.1+stående..nn.1:4.682e-23|,|på+ståenden|,0.0,5,4,PA,-1,Bloggmix 2017,1
1423,15,som,HP.-.-.-,|,|,|,|,|,,6,8,SS,-1,Bloggmix 2017,1
1423,15,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,7,8,,-1,Bloggmix 2017,1
1423,15,backas,VB.PRS.SFO,|backa|backa upp|,|backa..vb.1|backa..vb.2|backa_upp..vbm.1|,|backa..1:0.557|backa..3:0.349|backa..4:0.094|backa_upp..1:-1.000|backa_upp..2:-1.000|,|,|,-0.0,8,5,ET,-1,Bloggmix 2017,1
1423,15,upp,PL,|upp|backa upp:08|,|upp..ab.1|backa_upp..vbm.1:08|,|upp..1:-1.000|backa_upp..1:08:-1.000|backa_upp..2:08:-1.000|,|,|,,9,8,PL,-1,Bloggmix 2017,1
1423,15,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,10,8,AG,-1,Bloggmix 2017,1
1423,15,bevis,NN.NEU.PLU.IND.NOM,|bevis|,|bevis..nn.1|,|bevis..1:0.957|bevis..2:0.043|,|,|,1.0,11,12,CJ,-1,Bloggmix 2017,1
1423,15,eller,KN,|eller|,|eller..kn.1|,|eller..1:-1.000|,|,|,,12,10,PA,-1,Bloggmix 2017,1
1423,15,relevant,JJ.POS.UTR.SIN.IND.NOM,|relevant|,|relevant..av.1|,|relevant..1:-1.000|,|,|,1.0,13,14,AT,-1,Bloggmix 2017,1
1423,15,källor,NN.UTR.PLU.IND.NOM,|källa|,|källa..nn.1|,|källa..1:0.935|källa..2:0.065|,|,|,0.0,14,12,CJ,-1,Bloggmix 2017,1
1423,15,.,MAD,|,|,|,|,|,,15,2,IP,-1,Bloggmix 2017,1
717,64,Enligt,PP,|enligt|,|enligt..pp.1|,|enligt..1:-1.000|,|,|,,1,0,ROOT,-1,Bloggmix 2017,0
717,64,syriska,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|syrisk|,|syrisk..av.1|,|syrisk..1:-1.000|,|,|,,2,4,AT,-1,Bloggmix 2017,0
717,64,statliga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|statlig|,|statlig..av.1|,|statlig..1:-1.000|,|,|,0.0,3,4,AT,-1,Bloggmix 2017,0
717,64,medier,NN.NEU.PLU.IND.NOM,|medium|,|medium..nn.1|medium..nn.2|,|medium..4:0.862|medium..1:0.095|medium..3:0.031|medium..5:0.010|medium..2:0.003|,|,|,0.0,4,1,PA,-1,Bloggmix 2017,0
717,64,",",MID,|,|,|,|,|,,5,1,IK,-1,Bloggmix 2017,0
717,64,sade,VB.PRT.AKT,|säga|,|säga..vb.1|,|säga..1:0.858|säga..2:0.141|säga..3:0.001|,|,|,0.0,6,1,+F,-1,Bloggmix 2017,0
717,64,Syriens,PM.GEN,|Syrien|,|Syrien..pm.1|,|Syrien..1:-1.000|,|,|,,7,8,DT,-1,Bloggmix 2017,0
717,64,FN-ambassadör,NN.UTR.SIN.IND.NOM,|FN-ambassadör|,|,|,|FN..pma.1+ambassadör..nn.1:1.274e-26|,|FN-+ambassadör|,,8,9,DT,-1,Bloggmix 2017,0
717,64,Jaafari,PM.NOM,|,|,|,|,|,,9,6,SS,-1,Bloggmix 2017,0
717,64,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,6,OO,-1,Bloggmix 2017,0
717,64,frågan,NN.UTR.SIN.DEF.NOM,|fråga|,|fråga..nn.1|,|fråga..2:0.785|fråga..3:0.215|,|,|,0.0,11,14,SS,-1,Bloggmix 2017,0
717,64,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,12,11,ET,-1,Bloggmix 2017,0
717,64,federalism,NN.UTR.SIN.IND.NOM,|federalism|,|federalism..nn.1|,|federalism..1:-1.000|,|federal..av.1+ism..nn.1:1.222e-14|,|federal+ism|,,13,12,PA,-1,Bloggmix 2017,0
717,64,skulle,VB.PRT.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|skulle..nn.1+le..vb.1:5.815e-12|,|skull+le|,0.0,14,10,UA,-1,Bloggmix 2017,0
717,64,avgöras,VB.INF.SFO,|avgöra|,|avgöra..vb.1|,|avgöra..1:-1.000|,|av..ab.1+göra..vb.1:1.026e-09|av..av.1+göra..vb.1:3.484e-20|,|av+göras|,0.0,15,14,VG,-1,Bloggmix 2017,0
717,64,"""",PAD,|,|,|,|,|,,16,17,IR,-1,Bloggmix 2017,0
717,64,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,17,15,AG,-1,Bloggmix 2017,0
717,64,alla,DT.UTR+NEU.PLU.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,18,19,DT,-1,Bloggmix 2017,0
717,64,syrier,NN.UTR.PLU.IND.NOM,|syrier|,|syrier..nn.1|,|syrier..1:-1.000|,|,|,,19,20,CJ,-1,Bloggmix 2017,0
717,64,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,20,17,PA,-1,Bloggmix 2017,0
717,64,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,21,22,DT,-1,Bloggmix 2017,0
717,64,unilateralt,JJ.POS.NEU.SIN.IND.NOM,|unilateral|,|unilateral..av.1|,|unilateral..1:-1.000|,|,|,,22,28,MS,-1,Bloggmix 2017,0
717,64,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,23,22,ET,-1,Bloggmix 2017,0
717,64,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,24,25,DT,-1,Bloggmix 2017,0
717,64,grupp,NN.UTR.SIN.IND.NOM,|grupp|,|grupp..nn.1|,|grupp..1:-1.000|,|,|,0.0,25,23,PA,-1,Bloggmix 2017,0
717,64,"""",PAD,|,|,|,|,|,,26,25,JC,-1,Bloggmix 2017,0
717,64,",",MID,|,|,|,|,|,,27,22,IK,-1,Bloggmix 2017,0
717,64,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,28,20,CJ,-1,Bloggmix 2017,0
717,64,tillade,VB.PRT.AKT,|tillägga|,|tillägga..vb.1|,|tillägga..1:-1.000|,|till..ab.1+lägga..vb.1:8.331e-10|,|till+lade|,0.0,29,28,+F,-1,Bloggmix 2017,0
717,64,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,30,29,OO,-1,Bloggmix 2017,0
717,64,alla,DT.UTR+NEU.PLU.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,31,32,DT,-1,Bloggmix 2017,0
717,64,idéer,NN.UTR.PLU.IND.NOM,|idé|,|idé..nn.1|,|idé..1:-1.000|,|,|,0.0,32,41,SS,-1,Bloggmix 2017,0
717,64,"""",PAD,|,|,|,|,|,,33,32,IR,-1,Bloggmix 2017,0
717,64,även,AB,|även|,|även..ab.1|,|även..1:-1.000|,|,|,,34,41,+A,-1,Bloggmix 2017,0
717,64,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,35,37,DT,-1,Bloggmix 2017,0
717,64,lika,AB,|lika|,|lika..ab.1|,|lika..1:-1.000|,|,|,,36,37,AA,-1,Bloggmix 2017,0
717,64,galen,JJ.POS.UTR.SIN.IND.NOM,|galen|,|galen..av.1|,|galen..1:0.727|galen..2:0.273|,|,|,-1.0,37,34,SS,-1,Bloggmix 2017,0
717,64,som,KN,|,|,|,|,|,,38,37,ET,-1,Bloggmix 2017,0
717,64,federalism,NN.UTR.SIN.IND.NOM,|federalism|,|federalism..nn.1|,|federalism..1:-1.000|,|federal..av.1+ism..nn.1:1.222e-14|,|federal+ism|,,39,38,UA,-1,Bloggmix 2017,0
717,64,",",MID,|,|,|,|,|,,40,34,IK,-1,Bloggmix 2017,0
717,64,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0.0,41,30,UA,-1,Bloggmix 2017,0
717,64,sättas,VB.INF.SFO,|sätta|,|sätta..vb.1|,|sätta..5:0.476|sätta..1:0.310|sätta..4:0.122|sätta..3:0.049|sätta..2:0.038|sätta..6:0.005|,|sätt..nn.1+ta..vb.1:3.578e-10|sätt..nn.1+tas..vb.1:3.578e-10|sätta..vb.1+ta..vb.1:2.667e-13|sätta..vb.1+tas..vb.1:2.667e-13|,|sätt+tas|,0.0,42,41,VG,-1,Bloggmix 2017,0
717,64,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,43,42,OA,-1,Bloggmix 2017,0
717,64,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,44,46,DT,-1,Bloggmix 2017,0
717,64,demokratisk,JJ.POS.UTR.SIN.IND.NOM,|demokratisk|,|demokratisk..av.1|,|demokratisk..1:-1.000|,|,|,1.0,45,46,AT,-1,Bloggmix 2017,0
717,64,omröstning,NN.UTR.SIN.IND.NOM,|omröstning|,|omröstning..nn.1|,|omröstning..1:-1.000|,|om..ab.1+röstning..nn.1:1.597e-11|om..nn.1+röstning..nn.1:4.372e-20|,|om+röstning|,0.0,46,43,PA,-1,Bloggmix 2017,0
717,64,.,MAD,|,|,|,|,|,,47,0,IP,-1,Bloggmix 2017,0
717,64,"""",PAD,|,|,|,|,|,,48,15,JR,-1,Bloggmix 2017,0
717,64,"""",PAD,|,|,|,|,|,,1,3,IR,-1,Bloggmix 2017,0
717,64,Ryssarna,NN.UTR.PLU.DEF.NOM,|ryss|,|ryss..nn.1|,|ryss..1:-1.000|,|,|,0.0,2,3,SS,-1,Bloggmix 2017,0
717,64,försöker,VB.PRS.AKT,|försöka|,|försöka..vb.1|,|försöka..1:-1.000|,|föra..vb.1+söka..vb.1:3.100e-13|för..nn.1+söka..vb.1:3.853e-16|,|för+söker|,0.0,3,0,ROOT,-1,Bloggmix 2017,0
717,64,hitta,VB.INF.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|hit..ab.1+ta..vb.1:8.468e-09|hit..nn.1+ta..vb.1:5.819e-12|,|hit+ta|,0.0,4,3,OO,-1,Bloggmix 2017,0
717,64,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,5,6,DT,-1,Bloggmix 2017,0
717,64,överenskommelse,NN.UTR.SIN.IND.NOM,|överenskommelse|,|överenskommelse..nn.1|,|överenskommelse..1:-1.000|,|,|,0.0,6,4,OO,-1,Bloggmix 2017,0
717,64,som,HP.-.-.-,|,|,|,|,|,,7,8,SS,-1,Bloggmix 2017,0
717,64,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..3:0.353|kunna..1:0.349|kunna..4:0.245|kunna..2:0.052|,|,|,0.0,8,6,ET,-1,Bloggmix 2017,0
717,64,antas,VB.INF.SFO,|anta|,|anta..vb.1|,|anta..1:0.922|anta..2:0.078|,|an..ab.1+tas..vb.1:1.497e-10|an..ab.1+ta..vb.1:1.497e-10|,|an+tas|,0.0,9,8,VG,-1,Bloggmix 2017,0
717,64,både,KN,|både och|,|både_och..knm.1|,|både_och..1:-1.000|,|,|,,10,11,VA,-1,Bloggmix 2017,0
717,64,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,11,14,DT,-1,Bloggmix 2017,0
717,64,president,NN.UTR.SIN.IND.NOM,|president|,|president..nn.1|,|president..1:-1.000|,|,|,0.0,12,14,DT,-1,Bloggmix 2017,0
717,64,Assad,PC.PRF.UTR.SIN.IND.NOM,|,|,|,|,|,,13,14,CJ,-1,Bloggmix 2017,0
717,64,och,KN,|och|både och:10|,|och..kn.1|både_och..knm.1:10|,|och..1:-1.000|både_och..1:10:-1.000|,|,|,,14,9,SP,-1,Bloggmix 2017,0
717,64,PYD,PC.PRF.UTR.SIN.IND.NOM,|,|,|,|,|,,15,14,CJ,-1,Bloggmix 2017,0
717,64,.,MAD,|,|,|,|,|,,16,3,IP,-1,Bloggmix 2017,0
784,62,Önskade,VB.PRT.AKT,|önska|,|önska..vb.1|,|önska..1:-1.000|,|,|,0.0,1,43,MS,-1,Bloggmix 2017,0
784,62,mig,PN.UTR.SIN.DEF.OBJ,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,2,1,IO,-1,Bloggmix 2017,0
784,62,nya,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,3,4,AT,-1,Bloggmix 2017,0
784,62,Hardanger-bestick,NN.NEU.PLU.IND.NOM,|,|,|,|,|,,4,7,CJ,-1,Bloggmix 2017,0
784,62,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,5,4,ET,-1,Bloggmix 2017,0
784,62,present,NN.UTR.SIN.IND.NOM,|present|,|present..nn.1|,|present..1:-1.000|,|,|,,6,5,PA,-1,Bloggmix 2017,0
